row_id,predicted_probability,tuned_threshold_prediction,top_drivers,recommended_action
16421,0.00062730,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
18759,0.00030758,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | time_on_site_sec (-0.1836),Retention/engagement nudge
2243,0.00049179,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
8129,0.58288603,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
22678,0.00025720,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
12250,0.60460610,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
17368,0.00037080,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
9669,0.70253449,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
6602,0.00043893,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
3733,0.58766515,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
18564,0.59994914,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
19709,0.69711638,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
2441,0.52962189,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
1377,0.76336420,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
19436,0.00070415,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
4593,0.63917450,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
718,0.00029488,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
2388,0.69339114,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
7160,0.74381651,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
2524,0.73996739,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
24454,0.00037131,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
16283,0.69828537,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
229,0.55302554,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
15984,0.69473033,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
6755,0.73046075,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
11056,0.67583073,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
4441,0.59506344,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
8051,0.00056746,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
20376,0.69474255,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
11008,0.65170929,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
2756,0.00057157,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
18971,0.00042907,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
21273,0.70173522,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
16825,0.00054840,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
15696,0.67103976,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
10632,0.72171760,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
5702,0.66606919,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
11834,0.54694327,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Investigate checkout/discount friction
23401,0.70381970,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
24610,0.71029910,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
12338,0.00057541,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
17272,0.66934293,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.1847),Candidate for promotion - threshold-qualified
21195,0.72339199,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
593,0.59718234,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
1938,0.57349338,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
10807,0.72938896,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
21934,0.69745855,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
2722,0.54957263,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
24526,0.63619160,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.1860),Candidate for promotion - threshold-qualified
24087,0.54549949,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
9422,0.58458981,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
2282,0.58752919,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
8354,0.67856321,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
4629,0.54387617,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
9750,0.68404776,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
13848,0.00038610,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
17428,0.00029351,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
19536,0.53813105,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
2306,0.00032931,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
20,0.67026865,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
12361,0.00042481,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
17752,0.54338389,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Investigate checkout/discount friction
4734,0.00059364,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
15523,0.69410335,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
20368,0.60776808,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
13932,0.61657636,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
1286,0.60132250,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
23271,0.59376550,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.1923),Candidate for promotion - threshold-qualified
11005,0.61483513,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
16599,0.71660281,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
5712,0.58556969,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
5175,0.00035786,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
17776,0.55529351,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
21188,0.69394564,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
12570,0.68826153,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
22933,0.73619243,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
6362,0.75824231,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
14036,0.00042713,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
5850,0.64485054,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
2849,0.70706460,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
12434,0.00049322,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
13615,0.00061673,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
2246,0.00061542,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
12954,0.00067486,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
18013,0.69551658,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
24493,0.00048311,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
24992,0.00064895,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
10799,0.00051900,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
7699,0.00053905,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
13908,0.68331152,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
6213,0.72315843,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
8211,0.00060258,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
16156,0.63640810,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
18418,0.00069979,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
4466,0.00051905,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
12031,0.66684482,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
19638,0.00049352,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
22403,0.50362711,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Investigate checkout/discount friction
13835,0.71771646,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
15271,0.70943498,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.1849),Candidate for promotion - higher score
4797,0.65143912,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
8309,0.00030568,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
4334,0.67854148,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
16902,0.66787951,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
23259,0.66014976,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
4915,0.68737137,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
2459,0.64424255,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
14427,0.65538927,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
22253,0.54185024,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
23455,0.56455857,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
13844,0.64499202,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
14016,0.66686770,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
13961,0.71972687,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
3305,0.70826960,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
15476,0.63781875,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
17709,0.00046969,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
10596,0.71834107,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
19953,0.68660276,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
20037,0.00030630,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
19116,0.72031701,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
17385,0.00069360,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
20620,0.71429871,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
11024,0.65613324,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.2012),Candidate for promotion - threshold-qualified
3335,0.00040364,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
10618,0.55945165,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
22664,0.69718686,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
4678,0.68906418,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
17779,0.00037722,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
22698,0.68998334,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
16010,0.72323224,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
10939,0.70991262,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
15492,0.67597943,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.1959),Candidate for promotion - higher score
7375,0.00052843,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
20780,0.73449218,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
22653,0.00034157,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
11113,0.74558845,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
13397,0.71603901,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
2134,0.69738640,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
16172,0.57730782,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
11677,0.00027317,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
6542,0.54100964,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
8629,0.00060956,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
1998,0.55447070,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
24539,0.00035752,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
9900,0.71493206,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
18692,0.54690484,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
18762,0.00046725,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
9141,0.00040164,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
1924,0.74344454,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
12533,0.57499594,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
270,0.53489796,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Investigate checkout/discount friction
2191,0.00051516,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | time_on_site_sec (-0.2016),Retention/engagement nudge
4240,0.00035635,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
13940,0.00064008,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Retention/engagement nudge
20028,0.66745597,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
17858,0.00032876,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
23091,0.72929153,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
22005,0.57059471,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
24951,0.00029840,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
1838,0.00036909,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
8467,0.61043968,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
4640,0.66239728,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
7598,0.00059001,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
11663,0.00046405,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
7064,0.00076510,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
6527,0.62815558,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
688,0.64569299,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
1853,0.63019365,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
10652,0.00052417,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | time_on_site_sec (-0.1847),Retention/engagement nudge
17372,0.59224204,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
19631,0.68774302,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
9194,0.70869869,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
17242,0.00057234,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
9010,0.56313539,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
863,0.00039975,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | time_on_site_sec (-0.1969),Retention/engagement nudge
421,0.74113367,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
24790,0.00036706,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
19764,0.00040191,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
15248,0.69478168,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
23782,0.00040386,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
2551,0.71835806,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
22927,0.00056166,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
1279,0.00058636,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
15666,0.68275123,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
17983,0.60752620,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
23871,0.75451502,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
22505,0.60391679,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
10363,0.00053338,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
483,0.00029009,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
67,0.72406136,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
125,0.67135823,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
4676,0.64147250,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.1849),Candidate for promotion - threshold-qualified
15681,0.00054027,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
731,0.00064512,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
19262,0.58620241,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.1946),Candidate for promotion - threshold-qualified
7070,0.73285729,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
21056,0.52628477,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.2014),Investigate checkout/discount friction
16357,0.62776693,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
21125,0.00034222,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
2332,0.55169330,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
7880,0.57904679,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
3113,0.68377431,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
22630,0.58657266,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
24012,0.00054856,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
21043,0.58024905,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
15371,0.00056555,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
8555,0.74800853,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
5995,0.58330804,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
3872,0.66178132,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
13514,0.59976403,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
15339,0.67471105,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
6079,0.71714850,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
